rowIndex,feature1,feature2,feature3,feature4,feature5,feature6,feature7,feature8,feature9,feature10,feature11,feature12,feature13,feature14,feature15,feature16,feature17,feature18,hasClaim
8815,0.02,456,0,0,0,34,1,57,0,50,5,6,4,3,4,2,13,1,1
8816,0.598,374,1,1,0,32,1,53,0,50,7,17,4,3,9,3,16,1,1
8817,0.997,629,2,1,0,39,0,74,0,50,5,14,4,3,8,3,15,2,1
8818,0.038,449,8,1,0,39,0,76,0,50,5,0,1,3,1,1,7,1,1
8819,0.833,77,0,1,1,32,1,25,1,72,5,11,4,3,6,4,16,1,1
8820,0.695,464,2,1,0,39,0,74,1,50,5,6,4,3,4,1,16,0,1
8821,0.5920000000000001,93,1,0,1,32,1,29,0,76,2,5,5,3,1,1,17,1,1
8822,0.6659999999999999,201,5,0,0,32,1,37,0,50,5,4,4,3,3,2,3,1,1
8823,0.499,81,8,1,0,32,1,24,0,90,5,13,4,3,8,5,10,1,1
8824,0.25,361,5,1,0,32,1,49,0,50,5,4,4,3,3,4,12,2,1
8825,0.467,452,7,1,0,32,2,56,0,60,1,9,4,3,4,4,17,1,1
8826,1.0,384,2,1,0,32,2,56,0,50,5,9,2,1,5,4,15,1,1
8827,0.753,66,2,0,1,32,1,24,1,77,1,8,4,3,7,2,19,0,1
8828,0.654,92,2,1,1,32,2,26,0,80,2,13,2,1,8,5,17,0,1
8829,0.217,97,0,0,0,25,2,35,0,95,2,2,5,3,1,1,14,1,1
8830,0.016,168,7,1,1,32,1,33,0,76,5,7,4,3,4,4,1,0,1
8831,0.75,414,4,0,0,0,1,53,0,50,5,4,4,3,5,1,4,1,1
8832,0.196,183,2,1,1,32,1,33,0,54,5,7,4,3,7,4,20,1,1
8833,0.531,248,6,1,0,32,2,39,0,85,4,14,5,1,4,3,19,0,1
8834,0.785,342,8,1,0,32,1,54,1,50,5,8,4,1,4,5,19,1,1
8835,0.021,312,0,1,0,32,2,51,0,85,8,10,2,1,4,0,12,1,1
8836,0.419,275,0,1,1,32,2,41,0,90,6,16,4,3,5,3,16,0,1
8837,0.401,397,6,1,0,32,0,63,0,56,5,9,2,1,5,4,11,1,1
8838,0.833,186,2,1,0,32,0,35,0,51,5,7,4,3,6,2,16,1,1
8839,0.002,171,2,1,1,32,1,32,0,76,1,8,4,3,7,2,3,0,1
8840,0.11800000000000001,358,0,0,1,32,2,49,0,53,8,6,2,1,4,2,9,1,1
8841,0.249,51,1,0,1,32,1,24,0,95,5,4,4,3,3,2,14,1,1
8842,0.166,155,5,0,0,32,1,38,0,85,7,6,4,3,1,4,14,1,1
8843,0.047,561,5,1,0,0,2,64,0,64,8,5,4,1,4,2,6,1,1
8844,0.083,299,6,0,0,34,1,46,0,60,5,7,4,1,3,4,16,2,1
8845,0.5,127,3,0,1,32,1,29,0,85,5,3,4,3,3,1,18,1,1
8846,0.6659999999999999,210,4,1,0,0,2,36,0,60,3,10,4,3,6,4,14,1,1
8847,0.499,123,3,1,1,10,1,28,0,58,5,6,2,1,4,2,7,1,1
8848,0.708,270,7,0,0,32,0,41,0,100,5,9,4,3,7,5,14,2,1
8849,0.5,537,6,1,0,32,0,62,1,50,5,8,4,3,7,5,7,1,1
8850,0.5,93,6,1,0,32,0,26,0,95,5,3,4,3,3,2,16,1,1
8851,0.5,330,6,1,0,32,1,49,1,90,5,7,4,3,5,4,15,1,1
8852,0.166,305,4,1,0,32,1,43,0,50,5,15,4,3,9,5,9,0,1
8853,0.25,612,4,1,0,32,0,69,0,50,6,16,4,3,5,3,16,0,1
8854,0.5,394,0,1,0,32,1,54,0,50,6,13,4,3,6,3,17,1,1
8855,0.5,460,6,0,1,34,0,57,0,50,5,7,4,3,5,4,15,1,1
8856,0.5,68,3,0,0,34,1,23,0,76,5,9,4,3,8,4,17,0,1
8857,0.9159999999999999,407,1,1,0,32,1,64,0,50,5,7,4,3,5,2,16,1,1
8858,0.75,332,0,1,0,29,0,46,1,50,5,10,4,3,5,4,8,1,1
8859,0.833,164,2,1,0,44,2,32,0,76,6,20,4,3,8,3,4,0,1
8860,0.307,281,2,1,0,27,1,45,0,50,3,13,4,3,6,3,17,1,1
8861,0.25,111,5,1,1,32,1,38,0,95,5,21,4,3,9,3,6,2,1
8862,0.833,213,3,1,0,32,1,37,1,85,5,5,4,3,3,2,9,1,1
8863,0.302,129,3,0,0,32,1,29,0,80,5,3,4,3,4,2,15,1,1
8864,0.5489999999999999,253,2,1,0,0,2,45,0,50,5,14,2,1,8,5,13,1,1
8865,0.583,535,8,1,0,39,0,71,1,50,5,8,4,1,4,4,13,1,1
8866,0.20600000000000002,256,8,1,0,32,1,43,0,112,5,5,1,3,5,4,17,1,1
8867,0.905,157,0,1,0,32,1,46,0,80,3,11,2,1,5,5,19,1,1
8868,0.166,251,8,1,0,32,2,40,0,50,8,10,5,1,1,0,4,1,1
8869,0.336,61,4,1,1,32,1,26,0,100,5,8,4,3,5,4,14,1,1
8870,0.083,283,7,1,1,32,1,42,0,50,5,19,5,1,8,3,17,0,1
8871,0.061,475,2,1,0,32,0,57,0,50,5,8,4,3,7,2,7,1,1
8872,0.032,524,8,0,0,39,0,63,1,50,5,4,4,3,4,2,8,1,1
8873,0.099,213,8,1,1,32,1,36,1,95,8,2,1,3,2,2,4,1,1
8874,0.435,437,1,1,1,34,1,55,0,125,5,7,4,3,3,2,17,1,1
8875,0.539,359,1,1,0,32,1,52,0,54,0,11,2,1,6,4,14,0,1
8876,0.29100000000000004,398,6,0,0,32,1,59,0,85,5,3,4,3,1,2,12,1,1
8877,0.6829999999999999,348,3,1,0,32,2,52,0,77,8,7,4,1,2,4,18,1,1
8878,0.002,356,6,1,0,32,0,49,0,50,5,16,4,3,6,3,6,0,1
8879,0.41600000000000004,334,2,1,1,32,1,47,0,50,5,6,4,3,7,2,13,0,1
8880,0.2,526,7,0,0,32,0,63,0,50,5,15,4,3,8,3,16,1,1
8881,0.499,156,2,1,0,38,3,31,0,68,5,9,4,3,7,2,16,1,1
8882,0.5,308,2,0,1,0,2,45,0,50,5,8,4,3,6,4,13,1,1
8883,0.003,193,0,0,0,32,1,38,0,50,8,3,4,3,2,2,13,1,1
8884,0.02,339,4,1,0,32,2,46,0,50,5,14,2,1,7,3,9,1,1
8885,0.583,443,3,0,1,20,0,57,0,50,5,12,4,3,8,5,11,2,1
8886,0.127,110,7,1,1,32,0,32,0,76,1,9,4,3,4,4,19,0,1
8887,0.083,463,2,0,0,32,0,56,0,50,5,7,4,3,5,2,11,1,1
8888,0.203,208,3,1,0,32,1,35,0,100,5,9,2,1,5,4,10,1,1
8889,0.7490000000000001,237,5,1,1,32,0,38,0,80,5,4,4,3,3,2,16,1,1
8890,0.583,151,4,1,0,32,1,34,0,76,5,10,4,3,6,4,12,1,1
8891,0.053,285,5,0,1,32,1,43,0,50,5,5,4,3,3,2,16,1,1
8892,0.122,458,2,0,0,32,1,60,1,50,5,8,2,1,5,2,15,1,1
8893,0.41600000000000004,61,2,0,1,27,0,36,0,90,5,8,4,3,6,2,20,1,1
8894,1.0,399,2,0,0,32,0,51,0,50,5,10,4,3,7,2,16,1,1
8895,0.5,127,3,0,0,32,2,28,0,57,5,5,4,3,4,2,15,1,1
8896,0.9159999999999999,162,1,1,0,0,2,35,0,90,5,10,4,3,8,2,9,0,1
8897,0.9159999999999999,209,8,1,0,32,1,36,0,76,5,8,4,1,4,5,13,1,1
8898,0.833,384,0,1,0,32,1,51,0,50,5,4,4,3,3,2,14,1,1
8899,0.7490000000000001,175,6,1,1,32,2,32,0,72,5,5,4,3,3,2,15,1,1
8900,0.214,86,8,1,1,34,1,26,0,100,5,4,1,3,3,2,18,0,1
8901,0.841,556,3,1,0,32,1,66,0,50,5,8,4,3,6,5,14,1,1
8902,0.166,164,1,1,1,32,0,31,0,95,2,3,5,3,1,1,18,1,1
8903,0.9159999999999999,259,0,1,0,0,2,40,0,51,1,5,5,3,1,1,6,2,1
8904,0.25,199,3,0,0,32,0,49,0,50,5,3,4,3,3,1,12,1,1
8905,0.249,81,0,0,1,32,0,25,1,90,5,14,2,1,8,5,11,0,1
8906,0.606,451,5,1,0,32,1,55,0,50,4,15,4,3,5,3,5,1,1
8907,0.583,206,1,1,0,0,1,35,0,85,5,8,4,3,6,2,11,1,1
8908,0.41600000000000004,208,3,1,1,32,1,36,0,72,5,6,4,3,7,2,15,1,1
8909,0.166,273,6,1,0,32,1,42,0,72,3,13,5,3,7,3,19,1,1
8910,0.032,94,8,0,0,32,1,29,1,68,5,10,4,3,8,4,17,1,1
8911,0.12,510,4,1,0,39,0,61,0,68,5,10,2,1,5,4,15,0,1
8912,1.0,454,6,0,0,39,0,69,1,55,5,3,4,3,2,2,12,1,1
8913,0.33299999999999996,108,2,0,0,32,1,27,0,59,5,4,4,3,4,1,14,1,1
8914,1.0,427,1,1,0,27,2,57,0,85,8,10,2,1,1,0,4,1,1
8915,0.5,88,2,0,0,32,0,38,0,100,7,3,4,3,3,1,13,1,1
8916,0.525,216,3,1,0,32,1,36,0,50,6,20,4,3,9,3,11,2,1
8917,0.872,116,6,0,1,32,2,34,0,85,2,7,4,3,6,4,15,1,1
8918,0.9159999999999999,218,1,1,0,32,1,38,0,50,4,10,4,3,5,4,17,1,1
8919,0.33299999999999996,74,8,0,1,32,0,26,0,76,5,7,4,1,3,4,19,1,1
8920,0.9159999999999999,189,2,0,0,32,1,47,0,50,5,9,4,3,6,4,13,0,1
8921,0.013999999999999999,484,1,1,0,39,0,62,0,50,5,10,2,1,7,4,18,0,1
8922,0.583,235,1,1,0,34,1,43,0,95,5,22,4,3,9,3,15,2,1
8923,0.203,303,7,1,1,32,1,44,0,50,5,9,4,3,7,4,17,1,1
8924,0.499,456,8,1,0,32,0,58,1,50,5,14,5,3,8,3,15,0,1
8925,1.0,580,1,0,0,39,0,68,0,50,5,14,4,3,9,5,16,2,1
8926,0.6459999999999999,167,1,1,0,32,1,34,0,85,4,10,4,3,6,4,20,1,1
8927,0.6659999999999999,611,2,1,0,34,0,69,0,50,2,13,4,3,8,5,5,1,1
8928,0.344,344,0,1,0,44,2,69,0,50,6,13,2,1,4,5,2,0,1
8929,0.74,448,0,0,0,34,1,56,0,50,5,6,4,3,4,2,13,1,1
8930,0.6659999999999999,170,8,1,1,32,0,32,0,90,5,2,1,3,1,2,17,1,1
8931,0.499,141,8,1,1,32,1,32,0,100,2,8,4,3,7,4,11,1,1
8932,0.075,380,8,1,0,39,0,71,1,50,5,6,1,3,4,4,14,1,1
8933,0.833,264,4,0,0,39,0,60,0,50,6,11,4,3,4,5,16,1,1
8934,0.513,132,0,0,0,34,1,44,0,95,5,5,4,3,3,2,19,1,1
8935,0.055,334,0,1,1,0,2,46,0,50,5,14,5,3,8,5,8,1,1
8936,0.349,329,8,0,0,25,0,48,0,50,5,6,4,1,4,2,11,1,1
8937,0.583,85,2,1,1,32,2,30,0,72,5,8,4,3,6,2,2,1,1
8938,0.15,571,0,1,0,39,0,67,1,50,5,15,4,3,8,3,17,0,1
8939,0.9159999999999999,157,4,1,1,34,1,31,0,64,5,8,4,3,8,2,15,1,1
8940,0.6659999999999999,412,1,0,0,34,1,53,0,65,5,10,4,3,8,4,17,1,1
8941,0.002,129,3,0,0,34,1,30,0,85,5,8,4,3,8,2,8,1,1
8942,0.4,561,7,1,0,39,0,64,1,66,6,15,4,3,5,3,16,1,1
8943,0.9159999999999999,478,6,1,0,34,0,58,0,50,1,11,1,3,3,4,7,2,1
8944,0.708,399,0,1,0,32,1,56,0,50,7,8,2,1,3,4,13,1,1
8945,0.583,131,3,0,1,32,1,34,0,68,5,5,4,3,3,2,19,1,1
8946,0.7490000000000001,62,1,1,0,34,1,24,0,85,5,9,2,1,7,4,9,2,1
8947,0.833,135,2,0,1,32,1,30,0,112,5,7,2,1,4,2,16,1,1
8948,0.25,301,2,0,0,29,2,62,0,50,8,9,4,3,2,0,11,0,1
8949,0.25,448,0,0,0,32,2,57,0,62,2,15,4,3,9,5,1,0,1
8950,0.833,300,8,0,1,32,2,43,0,50,8,2,1,3,2,2,18,1,1
8951,0.6729999999999999,247,5,0,1,32,2,40,0,68,5,4,4,3,3,4,18,1,1
8952,0.166,438,3,1,0,32,0,55,0,64,4,14,2,1,6,3,17,1,1
8953,0.33299999999999996,436,4,1,0,32,2,56,0,50,6,12,4,3,8,4,17,2,1
8954,0.41600000000000004,607,4,1,0,39,0,80,0,50,5,11,2,1,7,5,11,1,1
8955,0.27,686,0,1,0,39,0,80,0,50,5,12,4,3,8,5,14,0,1
8956,0.166,121,1,1,1,34,1,34,0,68,6,14,2,1,8,4,9,1,1
8957,0.083,456,4,1,0,44,2,60,0,50,5,12,4,3,8,5,13,2,1
8958,0.583,64,2,1,0,32,1,23,0,76,5,5,4,3,5,2,14,2,1
8959,0.41600000000000004,276,4,0,0,32,2,50,0,85,5,8,4,3,5,2,8,0,1
8960,0.031,78,6,1,1,34,0,26,1,118,8,5,4,1,3,2,19,1,1
8961,0.249,232,8,0,1,32,2,38,0,51,5,1,1,3,1,1,11,1,1
8962,0.833,469,0,1,0,32,2,57,0,78,8,9,4,1,1,0,12,1,1
8963,0.076,420,3,1,0,25,2,53,0,50,2,16,4,3,9,5,8,2,1
8964,1.0,505,8,1,0,0,0,60,1,50,5,8,1,3,6,5,12,1,1
8965,0.249,219,5,0,1,32,2,42,0,76,5,4,4,3,3,2,10,1,1
8966,0.361,196,0,0,0,34,1,35,0,60,7,7,4,3,2,4,15,1,1
8967,0.33299999999999996,144,6,1,0,32,1,30,0,57,5,2,4,3,2,2,13,1,1
8968,0.6659999999999999,130,2,0,1,34,1,29,0,57,2,3,2,1,1,1,18,1,1
8969,0.769,428,0,0,0,32,2,54,0,50,5,5,4,3,4,1,7,1,1
8970,0.521,301,5,0,1,32,1,54,0,50,5,5,4,3,5,4,13,2,1
8971,0.177,336,0,1,0,27,2,50,0,50,5,9,4,3,6,4,2,0,1
8972,0.177,528,1,1,0,39,0,80,0,50,5,4,4,3,3,2,12,1,1
8973,0.83,625,6,1,0,39,0,86,1,50,5,10,4,3,5,5,12,0,1
8974,0.249,275,2,1,0,32,2,41,0,72,4,9,4,3,6,4,11,1,1
8975,0.278,325,0,1,0,29,2,45,0,50,4,10,4,3,7,4,10,0,1
8976,0.833,132,0,1,1,34,0,30,0,57,5,10,2,1,6,4,13,0,1
8977,0.017,554,4,0,0,32,0,64,1,50,5,5,4,3,4,2,17,0,1
8978,0.439,133,1,1,0,32,0,36,0,100,5,8,4,3,6,4,6,1,1
8979,0.311,256,1,0,0,32,1,42,0,50,6,11,4,3,4,3,12,1,1
8980,0.6659999999999999,217,1,1,0,32,0,36,0,50,7,18,2,1,9,3,15,2,1
8981,0.508,450,3,1,0,27,2,56,0,50,6,12,4,3,4,3,19,2,1
8982,0.447,181,0,1,0,0,2,33,0,76,8,8,2,1,4,4,6,1,1
8983,0.225,173,0,1,1,32,0,33,0,80,2,15,4,3,9,5,15,0,1
8984,0.41600000000000004,333,8,1,0,32,0,47,0,50,2,12,4,3,9,3,19,1,1
8985,0.083,187,1,0,0,32,1,34,0,51,5,7,4,3,7,2,18,0,1
8986,0.21,579,6,0,0,39,0,68,1,73,5,7,4,3,5,4,20,1,1
8987,0.001,467,0,1,0,38,3,57,0,50,5,14,2,1,8,3,13,0,1
8988,1.0,339,6,0,0,34,0,49,1,50,5,13,4,3,7,3,13,1,1
8989,0.753,95,8,1,1,32,0,25,1,76,5,8,1,3,5,4,15,1,1
8990,0.583,449,1,1,0,32,3,55,0,50,8,10,2,1,3,0,20,1,1
8991,0.75,147,6,1,0,32,0,34,1,76,5,8,4,1,4,4,20,1,1
8992,0.079,243,0,1,0,32,1,41,0,80,5,10,2,1,5,2,13,0,1
8993,0.114,118,6,1,1,25,2,28,0,76,5,7,4,3,4,4,16,1,1
8994,0.161,378,6,0,0,41,2,58,0,50,5,4,4,1,3,2,13,1,1
8995,0.016,368,7,1,0,32,0,55,0,50,8,4,1,3,0,0,14,1,1
8996,0.41600000000000004,195,5,1,0,32,2,37,0,93,8,11,5,1,0,0,12,1,1
8997,0.05,190,1,1,0,30,2,37,0,63,8,13,2,1,3,0,11,1,1
8998,0.583,344,5,1,0,32,1,57,0,50,5,4,4,3,4,2,18,1,1
8999,0.7490000000000001,168,2,0,1,34,1,32,0,90,5,5,4,3,4,2,13,1,1
9000,0.598,496,0,1,0,32,2,61,0,65,8,13,2,1,2,0,11,1,1
9001,0.027999999999999997,21,0,1,0,32,0,35,0,95,5,22,2,1,9,3,11,2,1
9002,0.013000000000000001,169,5,1,0,32,2,33,0,55,4,14,5,1,5,3,7,2,1
9003,0.499,145,2,1,0,32,0,37,0,80,6,16,2,1,4,3,8,0,1
9004,0.249,451,4,0,0,32,3,58,0,50,5,6,4,3,6,2,16,2,1
9005,0.9159999999999999,149,1,1,0,32,0,33,0,76,5,5,4,3,4,2,18,0,1
9006,0.25,21,8,0,1,10,1,23,0,100,5,7,4,3,4,4,18,1,1
9007,0.7809999999999999,231,1,1,1,32,1,37,0,51,5,10,2,1,5,4,20,0,1
9008,0.33299999999999996,175,6,1,1,32,1,32,0,64,5,7,4,3,6,2,20,1,1
9009,0.198,112,2,1,0,34,1,29,0,85,5,8,2,1,4,4,14,0,1
9010,0.20199999999999999,263,3,1,0,32,0,40,1,76,5,12,2,1,7,5,20,1,1
9011,1.0,213,0,0,0,32,2,37,0,60,5,10,2,1,6,4,15,1,1
9012,0.51,238,8,1,0,34,0,39,1,85,5,11,4,3,7,5,15,0,1
9013,0.166,323,3,1,0,0,2,52,0,50,5,6,4,3,4,2,11,0,1
9014,0.95,220,3,1,0,32,1,37,0,62,2,1,5,3,1,1,17,1,1
9015,0.889,766,0,0,0,39,0,83,1,59,5,7,4,3,4,2,17,1,1
9016,1.0,235,1,0,0,32,1,38,0,85,5,9,4,3,7,2,15,0,1
9017,0.7390000000000001,149,2,1,0,32,1,33,0,64,5,12,2,1,8,5,11,1,1
9018,0.45799999999999996,366,2,0,0,39,0,71,0,58,5,4,4,3,4,1,14,1,1
9019,0.29100000000000004,123,0,0,1,32,2,28,0,64,7,6,2,1,3,1,14,1,1
9020,0.5,290,6,1,0,32,0,45,0,51,5,13,5,3,8,3,17,1,1
9021,0.28,162,4,1,1,32,2,31,0,95,7,7,4,3,5,4,5,1,1
9022,0.258,2,8,0,1,32,0,23,0,100,5,3,4,3,2,1,20,1,1
9023,0.6659999999999999,476,2,0,0,39,0,58,0,112,2,14,2,1,8,5,5,0,1
9024,0.192,159,2,1,1,32,0,31,1,68,5,7,2,1,5,2,16,0,1
9025,0.33299999999999996,126,6,1,1,32,0,29,0,85,5,3,4,3,4,2,15,1,1
9026,0.7490000000000001,404,5,1,0,32,1,52,0,50,5,4,4,3,2,1,16,1,1
9027,0.11800000000000001,270,6,1,1,29,2,41,0,52,8,10,4,1,1,0,13,1,1
9028,0.36700000000000005,102,4,1,1,29,2,26,0,100,5,6,4,3,4,2,15,1,1
9029,0.639,193,2,0,0,32,1,47,0,50,5,10,4,3,8,4,13,1,1
9030,0.532,425,0,1,0,39,0,65,0,50,5,12,4,3,8,5,15,0,1
9031,0.976,295,2,0,0,0,1,45,0,50,5,12,4,3,8,5,19,1,1
9032,0.33299999999999996,110,3,1,1,34,0,31,0,68,5,13,2,1,7,5,17,1,1
9033,0.38299999999999995,183,8,1,0,32,0,34,0,90,5,7,5,1,3,4,11,1,1
9034,0.33299999999999996,108,5,1,1,34,0,27,0,54,5,9,2,1,5,4,19,1,1
9035,0.43,176,4,1,0,32,1,33,0,50,5,14,2,1,7,5,16,1,1
9036,0.583,413,8,0,1,32,1,55,0,50,5,6,1,3,4,5,15,1,1
9037,0.5,629,7,1,0,39,0,70,0,50,5,21,4,3,8,3,16,2,1
9038,0.583,85,0,1,1,27,1,26,0,80,5,7,4,3,4,2,14,1,1
9039,0.083,455,8,0,0,39,0,56,0,54,5,14,4,3,7,3,7,1,1
9040,0.375,170,2,1,1,32,1,32,0,50,5,11,2,1,8,5,18,1,1
9041,0.262,306,3,1,0,32,1,43,0,50,5,16,4,3,9,3,16,0,1
9042,0.7490000000000001,441,7,1,0,32,2,55,0,50,4,12,5,1,4,3,17,0,1
9043,0.33299999999999996,127,8,0,0,20,0,29,1,57,5,0,1,3,3,1,3,2,1
9044,0.41600000000000004,295,6,0,0,25,3,54,0,50,5,20,4,3,9,3,1,2,1
9045,0.22899999999999998,162,7,1,0,32,1,32,0,52,5,1,4,3,2,2,17,1,1
9046,0.758,89,2,1,1,34,0,26,0,68,5,4,4,3,3,2,17,1,1
9047,0.9159999999999999,47,8,0,0,32,0,46,0,80,2,11,4,3,7,3,10,2,1
9048,0.426,506,4,1,1,39,0,60,1,50,5,5,4,3,3,2,15,1,1
9049,0.42200000000000004,172,2,1,0,32,1,39,0,72,5,6,4,3,4,2,19,1,1
9050,0.166,101,5,1,1,32,1,26,0,80,5,5,4,3,3,2,7,0,1
9051,1.0,228,8,0,1,32,1,37,0,50,5,3,4,3,2,1,13,1,1
9052,0.41600000000000004,459,3,0,0,32,1,57,0,50,5,5,4,3,4,2,15,1,1
9053,0.043,307,3,1,0,29,2,44,0,50,8,11,2,1,4,0,4,1,1
9054,0.7190000000000001,457,5,1,0,0,2,65,0,50,6,12,4,3,4,5,8,0,1
9055,0.838,258,3,0,0,32,1,39,0,62,5,12,4,3,8,4,15,0,1
9056,0.7490000000000001,436,5,1,0,27,2,54,0,50,7,6,4,3,3,4,5,1,1
9057,0.083,320,4,0,0,32,1,56,0,50,5,3,4,3,3,2,13,1,1
9058,0.833,493,4,1,0,29,2,59,0,50,5,9,5,1,5,5,5,1,1
9059,0.41700000000000004,519,0,1,0,39,0,69,0,50,5,6,2,1,4,2,16,1,1
9060,0.583,90,8,0,0,32,0,28,0,95,5,1,1,3,2,2,11,1,1
9061,0.499,469,8,1,0,0,2,58,0,50,7,19,4,3,8,3,8,0,1
9062,0.076,407,2,1,0,29,1,57,0,69,5,14,4,3,9,5,16,1,1
9063,0.337,34,7,0,1,32,1,21,0,90,5,4,4,3,3,2,20,1,1
9064,0.583,474,1,0,1,32,1,57,0,50,4,9,4,3,6,4,11,1,1
9065,0.142,93,0,1,0,32,1,25,0,76,5,6,2,1,4,2,15,1,1
9066,0.083,218,4,1,0,34,1,43,0,50,5,8,4,3,5,4,16,1,1
9067,0.003,410,8,1,0,32,0,58,0,50,5,6,1,3,4,0,5,1,1
9068,0.6659999999999999,349,0,0,0,32,2,61,0,50,5,7,4,3,6,2,16,2,1
9069,0.166,310,3,1,0,32,1,49,0,52,3,9,4,1,3,4,18,0,1
9070,0.16899999999999998,492,0,1,0,32,1,59,0,54,5,6,4,3,4,1,16,1,1
9071,0.9159999999999999,130,5,0,0,20,0,36,1,76,5,4,4,3,3,1,7,1,1
9072,0.6890000000000001,83,5,1,0,10,1,25,0,80,5,4,4,1,3,2,1,1,1
9073,0.439,368,3,1,0,39,0,76,1,61,7,9,4,3,8,4,19,1,1
9074,0.166,211,6,1,0,32,1,37,0,50,4,10,4,3,4,4,15,1,1
9075,0.95,244,5,0,0,25,1,42,0,50,5,5,4,1,4,2,6,1,1
9076,0.6659999999999999,228,3,1,0,32,0,37,0,106,5,10,4,3,6,4,4,1,1
9077,0.091,419,3,0,0,34,1,54,0,50,5,10,4,3,6,4,9,1,1
9078,1.0,177,4,1,1,32,1,33,0,80,2,14,5,3,9,4,17,1,1
9079,0.483,98,6,1,1,32,1,26,0,85,5,3,4,3,3,1,20,1,1
9080,0.147,402,6,0,0,34,1,52,0,50,5,5,4,1,4,2,13,1,1
9081,0.083,261,8,0,0,32,1,42,0,57,2,2,4,3,2,2,20,1,1
9082,0.583,367,1,0,0,32,1,60,0,50,5,9,2,1,6,4,12,2,1
9083,0.163,74,0,0,1,34,1,28,0,100,5,4,4,3,3,2,18,1,1
9084,0.319,111,7,1,0,32,1,27,0,76,5,3,4,3,2,2,11,1,1
9085,0.08800000000000001,456,8,1,0,32,1,58,0,85,5,6,1,3,3,2,10,1,1
9086,0.708,152,0,0,1,0,2,31,0,72,7,8,2,1,6,2,8,0,1
9087,0.583,196,1,0,0,32,1,36,0,50,1,5,5,3,1,1,16,1,1
9088,0.083,223,8,1,0,25,2,41,0,95,5,12,4,3,6,5,17,1,1
9089,0.41100000000000003,132,1,0,0,32,2,29,0,54,5,12,5,3,8,4,16,1,1
9090,0.75,442,3,0,0,32,3,58,0,50,5,6,4,3,6,2,16,2,1
9091,0.423,480,0,1,0,32,1,58,0,50,5,14,2,1,8,5,18,1,1
9092,0.166,532,6,1,0,39,0,63,0,50,1,21,4,3,9,3,13,0,1
9093,0.5,152,0,1,1,32,2,31,0,68,5,14,2,1,8,4,6,1,1
9094,0.7490000000000001,464,4,0,0,32,0,64,1,106,5,9,4,3,7,4,11,1,1
9095,0.442,184,8,1,1,0,0,34,0,85,7,10,4,1,3,0,18,1,1
9096,0.7490000000000001,434,2,1,0,34,1,54,0,50,5,9,2,1,6,4,16,1,1
9097,0.166,284,0,1,1,32,2,42,0,50,5,9,2,1,5,2,15,1,1
9098,0.5660000000000001,369,0,1,0,32,0,50,0,90,3,7,4,3,5,4,16,1,1
9099,0.349,180,8,1,0,32,0,36,0,90,5,12,4,3,8,3,12,1,1
9100,0.083,148,0,1,0,32,0,33,0,80,5,5,4,3,4,2,18,0,1
9101,1.0,250,8,1,1,32,0,38,0,50,2,18,4,3,9,3,18,0,1
9102,0.583,155,3,1,1,32,1,32,0,68,5,6,4,3,4,2,7,1,1
9103,0.5,280,5,1,0,32,1,42,0,50,5,10,4,3,6,5,12,1,1
9104,0.75,167,2,1,0,32,1,33,0,50,2,14,4,3,9,5,15,1,1
9105,0.10300000000000001,176,6,1,1,32,1,32,0,51,5,5,4,1,3,2,20,1,1
9106,0.166,63,4,1,1,10,1,24,0,100,5,7,2,1,4,2,6,1,1
9107,0.9109999999999999,404,0,1,0,32,0,53,0,50,5,18,2,1,9,3,17,0,1
9108,0.958,190,0,0,0,29,2,36,0,95,8,12,2,1,2,0,18,0,1
9109,0.213,311,8,1,1,32,1,44,0,100,5,3,4,3,2,1,10,1,1
9110,0.508,450,3,1,0,27,2,56,0,50,6,12,4,3,4,3,19,2,1
9111,0.23800000000000002,300,1,0,1,0,2,44,0,133,5,7,4,3,6,2,6,0,1
9112,0.41600000000000004,342,3,1,0,32,2,48,0,50,6,18,5,1,4,3,17,0,1
9113,0.099,142,8,0,1,32,1,31,0,90,5,5,1,3,4,2,18,1,1
9114,0.75,446,3,1,0,32,1,55,0,72,5,5,4,3,5,2,12,1,1
9115,0.474,509,0,1,0,39,0,82,0,50,5,4,4,3,3,2,16,1,1
9116,0.583,402,2,1,1,32,2,51,0,50,5,7,4,3,5,2,15,1,1
9117,0.315,204,6,1,0,32,1,35,0,76,5,3,4,3,4,2,9,1,1
9118,0.025,477,6,1,0,39,0,67,1,50,5,8,4,1,4,4,12,1,1
9119,0.42,132,5,1,1,32,0,30,0,100,0,11,4,1,0,0,5,1,1
9120,0.41600000000000004,38,7,1,1,10,1,21,0,112,5,3,4,3,3,2,16,1,1
9121,0.5,136,4,0,0,34,1,29,0,60,5,9,4,3,5,4,6,0,1
9122,0.494,287,2,0,1,32,1,50,1,50,7,6,4,3,3,4,14,0,1
9123,0.6659999999999999,360,6,1,0,34,0,54,0,50,5,11,5,1,6,5,5,1,1
9124,0.9159999999999999,550,7,1,0,0,0,64,1,50,4,13,5,1,4,3,18,0,1
9125,0.32299999999999995,108,6,1,0,32,1,32,0,90,5,10,4,3,8,4,20,1,1
9126,0.8109999999999999,385,6,0,0,0,2,52,0,50,5,8,5,1,5,4,11,2,1
9127,0.013000000000000001,475,4,1,0,39,0,65,1,50,5,9,4,3,7,5,15,1,1
