rowIndex,feature1,feature2,feature6,feature8,feature10,feature11,feature12,feature15,feature16,feature17,ClaimAmount
57652.0,0.45799999999999996,314.0,32.0,47.0,64.0,7.0,11.0,7.0,5.0,7.0,145.70542416570717
57653.0,0.249,111.0,32.0,27.0,90.0,2.0,9.0,7.0,4.0,11.0,47.11130499174733
57654.0,0.41600000000000004,119.0,32.0,32.0,60.0,5.0,12.0,8.0,4.0,15.0,145.70542416570717
57655.0,0.083,444.0,34.0,56.0,50.0,5.0,7.0,5.0,2.0,14.0,42.28214674587273
57656.0,0.467,69.0,32.0,24.0,95.0,5.0,5.0,4.0,4.0,13.0,145.70542416570717
57657.0,0.41600000000000004,115.0,32.0,29.0,90.0,5.0,8.0,6.0,4.0,13.0,145.70542416570717
57658.0,0.5,333.0,34.0,57.0,51.0,4.0,10.0,5.0,4.0,7.0,145.70542416570717
57659.0,0.483,342.0,32.0,46.0,50.0,3.0,12.0,5.0,3.0,16.0,145.70542416570717
57660.0,0.583,189.0,34.0,36.0,76.0,5.0,3.0,3.0,2.0,9.0,145.70542416570717
57661.0,0.316,491.0,32.0,60.0,50.0,5.0,17.0,8.0,3.0,7.0,140.50445246814928
57662.0,0.833,94.0,32.0,36.0,68.0,5.0,5.0,3.0,1.0,12.0,145.70542416570717
57663.0,0.41100000000000003,382.0,32.0,54.0,80.0,5.0,3.0,3.0,1.0,9.0,145.70542416570717
57664.0,0.213,267.0,32.0,40.0,50.0,5.0,14.0,9.0,5.0,13.0,42.28214674587273
57665.0,0.833,140.0,32.0,30.0,54.0,5.0,2.0,3.0,2.0,20.0,145.70542416570717
57666.0,0.833,74.0,32.0,25.0,95.0,5.0,0.0,2.0,2.0,15.0,145.70542416570717
57667.0,0.249,282.0,32.0,42.0,50.0,6.0,17.0,5.0,3.0,16.0,47.11130499174733
57668.0,0.249,324.0,32.0,48.0,95.0,7.0,7.0,5.0,2.0,20.0,47.11130499174733
57669.0,0.633,357.0,32.0,49.0,100.0,5.0,6.0,4.0,1.0,16.0,145.70542416570717
57670.0,0.9390000000000001,93.0,32.0,26.0,100.0,5.0,6.0,4.0,2.0,5.0,145.70542416570717
57671.0,0.166,83.0,32.0,27.0,76.0,5.0,11.0,6.0,5.0,18.0,42.28214674587273
57672.0,0.33299999999999996,260.0,32.0,44.0,50.0,5.0,4.0,4.0,1.0,2.0,140.50445246814928
57673.0,0.7490000000000001,567.0,39.0,66.0,50.0,2.0,13.0,9.0,5.0,7.0,145.70542416570717
57674.0,0.23600000000000002,157.0,32.0,31.0,95.0,5.0,5.0,3.0,1.0,16.0,42.28214674587273
57675.0,0.083,323.0,32.0,46.0,68.0,5.0,2.0,3.0,2.0,13.0,42.28214674587273
57676.0,0.5,108.0,32.0,42.0,100.0,5.0,8.0,5.0,2.0,14.0,145.70542416570717
57677.0,0.013999999999999999,419.0,29.0,56.0,58.0,6.0,11.0,9.0,4.0,8.0,42.28214674587273
57678.0,0.75,96.0,32.0,26.0,125.0,5.0,5.0,4.0,2.0,19.0,145.70542416570717
57679.0,0.17800000000000002,180.0,32.0,34.0,80.0,5.0,4.0,3.0,1.0,7.0,42.28214674587273
57680.0,0.068,226.0,0.0,37.0,53.0,5.0,12.0,6.0,2.0,14.0,42.28214674587273
57681.0,0.598,2.0,32.0,45.0,100.0,5.0,8.0,7.0,2.0,15.0,145.70542416570717
57682.0,0.166,378.0,32.0,50.0,50.0,5.0,4.0,3.0,1.0,17.0,42.28214674587273
57683.0,0.166,216.0,32.0,42.0,100.0,7.0,4.0,2.0,4.0,3.0,42.28214674587273
57684.0,0.166,425.0,32.0,58.0,50.0,2.0,2.0,1.0,1.0,3.0,42.28214674587273
57685.0,0.052000000000000005,118.0,10.0,28.0,76.0,5.0,7.0,4.0,4.0,16.0,42.28214674587273
57686.0,0.239,430.0,29.0,55.0,50.0,5.0,8.0,5.0,4.0,19.0,42.28214674587273
57687.0,0.22399999999999998,288.0,32.0,53.0,50.0,5.0,3.0,3.0,1.0,13.0,42.28214674587273
57688.0,0.499,167.0,32.0,48.0,50.0,5.0,1.0,2.0,1.0,15.0,145.70542416570717
57689.0,0.508,263.0,32.0,40.0,63.0,4.0,13.0,5.0,3.0,20.0,145.70542416570717
57690.0,1.0,549.0,27.0,65.0,50.0,6.0,13.0,2.0,0.0,5.0,145.70542416570717
57691.0,0.036000000000000004,284.0,34.0,42.0,50.0,4.0,13.0,5.0,3.0,15.0,42.28214674587273
57692.0,0.583,533.0,39.0,66.0,50.0,5.0,7.0,5.0,5.0,15.0,145.70542416570717
57693.0,0.166,214.0,32.0,43.0,64.0,5.0,10.0,6.0,4.0,17.0,42.28214674587273
57694.0,0.5,424.0,32.0,56.0,50.0,8.0,5.0,2.0,4.0,15.0,145.70542416570717
57695.0,0.41600000000000004,114.0,32.0,29.0,80.0,5.0,10.0,6.0,2.0,13.0,145.70542416570717
57696.0,0.25,217.0,32.0,36.0,75.0,2.0,12.0,7.0,3.0,15.0,47.11130499174733
57697.0,0.528,439.0,0.0,55.0,91.0,5.0,16.0,7.0,3.0,18.0,145.70542416570717
57698.0,0.021,52.0,34.0,27.0,100.0,5.0,8.0,5.0,2.0,13.0,42.28214674587273
57699.0,0.083,318.0,32.0,45.0,90.0,5.0,4.0,3.0,1.0,19.0,42.28214674587273
57700.0,0.711,670.0,39.0,77.0,50.0,5.0,8.0,5.0,4.0,11.0,145.70542416570717
57701.0,0.166,85.0,32.0,25.0,95.0,5.0,3.0,4.0,2.0,15.0,42.28214674587273
57702.0,0.6659999999999999,120.0,32.0,30.0,64.0,5.0,4.0,3.0,2.0,17.0,145.70542416570717
57703.0,0.41600000000000004,213.0,32.0,36.0,50.0,5.0,8.0,5.0,2.0,16.0,145.70542416570717
57704.0,0.555,313.0,27.0,50.0,85.0,8.0,4.0,3.0,2.0,19.0,145.70542416570717
57705.0,0.33299999999999996,567.0,39.0,65.0,50.0,5.0,6.0,5.0,2.0,17.0,140.50445246814928
57706.0,0.083,190.0,32.0,44.0,100.0,5.0,3.0,3.0,2.0,5.0,42.28214674587273
57707.0,0.001,625.0,39.0,78.0,50.0,5.0,9.0,5.0,2.0,19.0,42.28214674587273
57708.0,0.5,85.0,32.0,25.0,90.0,5.0,11.0,5.0,2.0,17.0,145.70542416570717
57709.0,0.826,153.0,32.0,32.0,59.0,5.0,2.0,2.0,2.0,15.0,145.70542416570717
57710.0,0.573,172.0,32.0,41.0,50.0,3.0,8.0,7.0,4.0,9.0,145.70542416570717
57711.0,0.542,135.0,32.0,35.0,71.0,5.0,6.0,4.0,2.0,15.0,145.70542416570717
57712.0,0.6659999999999999,193.0,32.0,34.0,76.0,2.0,3.0,1.0,1.0,7.0,145.70542416570717
57713.0,0.6659999999999999,269.0,32.0,40.0,50.0,3.0,14.0,6.0,3.0,2.0,145.70542416570717
57714.0,0.077,539.0,39.0,69.0,50.0,5.0,12.0,6.0,5.0,16.0,42.28214674587273
57715.0,0.001,438.0,39.0,61.0,59.0,5.0,9.0,7.0,5.0,13.0,42.28214674587273
57716.0,0.6659999999999999,168.0,34.0,33.0,50.0,5.0,10.0,8.0,4.0,12.0,145.70542416570717
57717.0,0.09699999999999999,323.0,32.0,50.0,95.0,5.0,6.0,4.0,4.0,14.0,42.28214674587273
57718.0,0.027000000000000003,119.0,32.0,35.0,106.0,6.0,13.0,4.0,3.0,15.0,42.28214674587273
57719.0,0.342,407.0,29.0,52.0,50.0,6.0,19.0,5.0,3.0,17.0,145.70542416570717
57720.0,0.9159999999999999,324.0,32.0,46.0,90.0,5.0,8.0,5.0,2.0,3.0,145.70542416570717
57721.0,0.166,246.0,32.0,38.0,71.0,7.0,6.0,1.0,4.0,13.0,42.28214674587273
57722.0,0.21100000000000002,46.0,32.0,26.0,95.0,5.0,4.0,4.0,1.0,20.0,42.28214674587273
57723.0,0.08800000000000001,416.0,32.0,52.0,100.0,7.0,11.0,6.0,5.0,20.0,42.28214674587273
57724.0,0.6759999999999999,84.0,32.0,25.0,80.0,5.0,6.0,5.0,4.0,8.0,145.70542416570717
57725.0,0.6659999999999999,371.0,25.0,53.0,51.0,5.0,5.0,3.0,2.0,17.0,145.70542416570717
57726.0,0.249,526.0,0.0,61.0,50.0,5.0,9.0,5.0,4.0,8.0,47.11130499174733
57727.0,0.027000000000000003,141.0,32.0,31.0,65.0,6.0,12.0,9.0,5.0,17.0,42.28214674587273
57728.0,0.41600000000000004,279.0,29.0,41.0,100.0,6.0,22.0,8.0,3.0,8.0,145.70542416570717
57729.0,0.083,223.0,0.0,40.0,80.0,5.0,9.0,6.0,4.0,11.0,42.28214674587273
57730.0,0.5,264.0,32.0,40.0,50.0,5.0,20.0,9.0,3.0,16.0,145.70542416570717
57731.0,0.6659999999999999,358.0,25.0,48.0,95.0,5.0,4.0,3.0,2.0,14.0,145.70542416570717
57732.0,0.6659999999999999,387.0,0.0,54.0,50.0,6.0,15.0,9.0,5.0,17.0,145.70542416570717
57733.0,0.086,326.0,38.0,48.0,50.0,6.0,20.0,9.0,3.0,19.0,42.28214674587273
57734.0,0.191,234.0,44.0,37.0,54.0,6.0,17.0,6.0,3.0,14.0,42.28214674587273
57735.0,0.083,17.0,34.0,28.0,100.0,5.0,4.0,4.0,2.0,14.0,42.28214674587273
57736.0,0.249,405.0,32.0,52.0,57.0,6.0,17.0,9.0,5.0,5.0,47.11130499174733
57737.0,0.9159999999999999,447.0,34.0,55.0,50.0,5.0,9.0,7.0,5.0,11.0,145.70542416570717
57738.0,0.11599999999999999,258.0,32.0,46.0,50.0,6.0,4.0,0.0,4.0,11.0,42.28214674587273
57739.0,0.249,167.0,32.0,31.0,50.0,5.0,4.0,3.0,2.0,10.0,47.11130499174733
57740.0,0.583,318.0,39.0,73.0,50.0,5.0,3.0,2.0,2.0,20.0,145.70542416570717
57741.0,0.833,170.0,0.0,33.0,60.0,5.0,3.0,3.0,2.0,15.0,145.70542416570717
57742.0,1.0,504.0,32.0,60.0,50.0,5.0,4.0,4.0,1.0,17.0,145.70542416570717
57743.0,0.09699999999999999,167.0,32.0,33.0,63.0,5.0,3.0,4.0,2.0,18.0,42.28214674587273
57744.0,0.166,207.0,34.0,35.0,54.0,5.0,11.0,7.0,5.0,11.0,42.28214674587273
57745.0,0.19399999999999998,423.0,32.0,53.0,50.0,6.0,17.0,9.0,5.0,6.0,42.28214674587273
57746.0,0.573,46.0,10.0,22.0,95.0,5.0,2.0,2.0,1.0,8.0,145.70542416570717
57747.0,0.073,225.0,32.0,38.0,80.0,5.0,6.0,5.0,4.0,17.0,42.28214674587273
57748.0,0.499,155.0,32.0,42.0,87.0,1.0,19.0,9.0,3.0,16.0,145.70542416570717
57749.0,0.6659999999999999,544.0,32.0,75.0,50.0,5.0,4.0,4.0,1.0,15.0,145.70542416570717
57750.0,0.7490000000000001,88.0,32.0,26.0,80.0,7.0,8.0,2.0,4.0,19.0,145.70542416570717
57751.0,0.9159999999999999,292.0,0.0,43.0,85.0,6.0,20.0,8.0,3.0,2.0,145.70542416570717
57752.0,0.174,111.0,32.0,27.0,80.0,8.0,10.0,3.0,0.0,18.0,42.28214674587273
57753.0,0.833,135.0,32.0,39.0,80.0,5.0,14.0,9.0,5.0,16.0,145.70542416570717
57754.0,0.441,99.0,32.0,30.0,85.0,7.0,7.0,5.0,4.0,20.0,145.70542416570717
57755.0,0.5,147.0,32.0,30.0,54.0,1.0,10.0,7.0,4.0,19.0,145.70542416570717
57756.0,0.6659999999999999,105.0,29.0,33.0,95.0,2.0,4.0,1.0,1.0,16.0,145.70542416570717
57757.0,0.326,469.0,20.0,57.0,50.0,5.0,3.0,0.0,0.0,16.0,140.50445246814928
57758.0,0.67,536.0,39.0,75.0,50.0,5.0,13.0,8.0,5.0,13.0,145.70542416570717
57759.0,0.583,52.0,34.0,29.0,85.0,5.0,7.0,2.0,4.0,14.0,145.70542416570717
57760.0,0.9159999999999999,386.0,32.0,55.0,112.0,5.0,4.0,3.0,1.0,11.0,145.70542416570717
57761.0,0.75,319.0,32.0,46.0,95.0,2.0,15.0,9.0,5.0,16.0,145.70542416570717
57762.0,0.348,625.0,39.0,71.0,50.0,5.0,10.0,7.0,4.0,16.0,145.70542416570717
57763.0,0.499,430.0,32.0,57.0,50.0,8.0,5.0,2.0,4.0,15.0,145.70542416570717
57764.0,0.598,191.0,32.0,38.0,85.0,5.0,9.0,4.0,5.0,14.0,145.70542416570717
57765.0,0.41600000000000004,522.0,39.0,64.0,50.0,5.0,4.0,5.0,2.0,7.0,145.70542416570717
57766.0,0.03,424.0,32.0,54.0,50.0,5.0,10.0,8.0,5.0,19.0,42.28214674587273
57767.0,1.0,247.0,27.0,38.0,50.0,6.0,16.0,5.0,3.0,18.0,145.70542416570717
57768.0,0.252,84.0,32.0,42.0,100.0,3.0,9.0,5.0,4.0,16.0,52.00067153683303
57769.0,0.5,174.0,32.0,34.0,95.0,5.0,11.0,8.0,4.0,16.0,145.70542416570717
57770.0,0.7490000000000001,131.0,32.0,29.0,76.0,5.0,10.0,8.0,3.0,14.0,145.70542416570717
57771.0,0.001,76.0,32.0,33.0,85.0,3.0,11.0,6.0,4.0,15.0,42.28214674587273
57772.0,0.002,408.0,32.0,52.0,50.0,5.0,15.0,9.0,5.0,7.0,42.28214674587273
57773.0,0.299,56.0,10.0,22.0,80.0,8.0,4.0,3.0,2.0,13.0,140.50445246814928
57774.0,0.083,236.0,32.0,39.0,64.0,5.0,5.0,3.0,2.0,16.0,42.28214674587273
57775.0,0.23,615.0,39.0,75.0,50.0,4.0,15.0,6.0,3.0,7.0,42.28214674587273
57776.0,0.45799999999999996,257.0,32.0,40.0,50.0,5.0,15.0,7.0,3.0,18.0,145.70542416570717
57777.0,0.33299999999999996,18.0,10.0,20.0,95.0,5.0,6.0,4.0,2.0,15.0,140.50445246814928
57778.0,0.41600000000000004,165.0,32.0,31.0,50.0,4.0,11.0,5.0,4.0,12.0,145.70542416570717
57779.0,0.6659999999999999,372.0,32.0,49.0,50.0,3.0,11.0,5.0,4.0,16.0,145.70542416570717
57780.0,0.9159999999999999,360.0,32.0,48.0,50.0,5.0,20.0,9.0,3.0,16.0,145.70542416570717
57781.0,1.0,541.0,39.0,67.0,50.0,5.0,9.0,5.0,4.0,20.0,145.70542416570717
57782.0,0.139,423.0,34.0,53.0,50.0,5.0,9.0,6.0,4.0,13.0,42.28214674587273
57783.0,0.083,242.0,0.0,38.0,95.0,8.0,6.0,4.0,2.0,16.0,42.28214674587273
57784.0,0.5,266.0,34.0,42.0,50.0,5.0,6.0,5.0,4.0,12.0,145.70542416570717
57785.0,0.583,533.0,39.0,62.0,50.0,7.0,7.0,2.0,4.0,19.0,145.70542416570717
57786.0,0.024,109.0,32.0,27.0,68.0,5.0,5.0,6.0,2.0,20.0,42.28214674587273
57787.0,0.5,128.0,44.0,39.0,64.0,7.0,3.0,0.0,1.0,7.0,145.70542416570717
57788.0,0.499,142.0,34.0,29.0,54.0,5.0,9.0,5.0,4.0,6.0,145.70542416570717
57789.0,0.249,172.0,0.0,39.0,50.0,5.0,11.0,7.0,2.0,17.0,47.11130499174733
57790.0,0.792,453.0,44.0,63.0,100.0,5.0,20.0,9.0,3.0,19.0,145.70542416570717
57791.0,0.289,486.0,32.0,63.0,50.0,5.0,7.0,5.0,2.0,17.0,88.34888328943308
57792.0,0.374,112.0,32.0,27.0,95.0,5.0,3.0,2.0,1.0,12.0,145.70542416570717
57793.0,0.631,301.0,32.0,45.0,100.0,5.0,4.0,2.0,1.0,14.0,145.70542416570717
57794.0,0.423,336.0,32.0,61.0,50.0,5.0,11.0,8.0,4.0,20.0,145.70542416570717
57795.0,0.33299999999999996,424.0,32.0,54.0,50.0,5.0,6.0,5.0,4.0,7.0,140.50445246814928
57796.0,0.677,290.0,0.0,42.0,56.0,6.0,17.0,6.0,3.0,8.0,145.70542416570717
57797.0,0.19899999999999998,406.0,32.0,55.0,50.0,2.0,16.0,9.0,5.0,16.0,42.28214674587273
57798.0,0.9640000000000001,403.0,34.0,54.0,125.0,5.0,4.0,4.0,1.0,5.0,145.70542416570717
57799.0,1.0,339.0,0.0,46.0,50.0,6.0,20.0,7.0,3.0,16.0,145.70542416570717
57800.0,0.249,249.0,32.0,46.0,50.0,5.0,3.0,2.0,2.0,12.0,47.11130499174733
57801.0,0.5,396.0,32.0,50.0,50.0,5.0,16.0,8.0,5.0,9.0,145.70542416570717
57802.0,0.052000000000000005,85.0,32.0,25.0,112.0,5.0,6.0,4.0,1.0,9.0,42.28214674587273
57803.0,0.249,396.0,32.0,53.0,50.0,6.0,19.0,5.0,3.0,17.0,47.11130499174733
57804.0,0.25,420.0,32.0,53.0,50.0,5.0,3.0,2.0,2.0,13.0,47.11130499174733
57805.0,0.18899999999999997,31.0,10.0,21.0,90.0,5.0,9.0,6.0,2.0,12.0,42.28214674587273
57806.0,0.6659999999999999,647.0,39.0,78.0,95.0,5.0,15.0,9.0,3.0,14.0,145.70542416570717
57807.0,0.5,238.0,32.0,40.0,100.0,5.0,4.0,3.0,2.0,15.0,145.70542416570717
57808.0,0.147,562.0,39.0,70.0,50.0,5.0,3.0,2.0,2.0,16.0,42.28214674587273
57809.0,0.583,79.0,32.0,46.0,76.0,5.0,9.0,5.0,4.0,10.0,145.70542416570717
57810.0,0.833,500.0,39.0,60.0,62.0,5.0,8.0,8.0,2.0,9.0,145.70542416570717
57811.0,0.764,422.0,20.0,58.0,50.0,5.0,10.0,6.0,4.0,16.0,145.70542416570717
57812.0,0.506,646.0,39.0,80.0,50.0,5.0,5.0,4.0,2.0,16.0,145.70542416570717
57813.0,0.935,103.0,32.0,33.0,118.0,5.0,5.0,2.0,2.0,16.0,145.70542416570717
57814.0,0.9159999999999999,265.0,32.0,40.0,90.0,6.0,13.0,4.0,0.0,16.0,145.70542416570717
57815.0,0.22399999999999998,165.0,32.0,32.0,67.0,1.0,10.0,3.0,4.0,7.0,42.28214674587273
57816.0,0.25,338.0,32.0,53.0,50.0,5.0,5.0,3.0,1.0,16.0,47.11130499174733
57817.0,0.18899999999999997,472.0,39.0,65.0,50.0,4.0,10.0,5.0,4.0,8.0,42.28214674587273
57818.0,0.41600000000000004,679.0,39.0,77.0,50.0,5.0,5.0,3.0,2.0,8.0,145.70542416570717
57819.0,0.308,344.0,32.0,48.0,76.0,5.0,5.0,4.0,2.0,16.0,140.50445246814928
57820.0,1.0,475.0,32.0,57.0,57.0,4.0,11.0,6.0,4.0,17.0,145.70542416570717
57821.0,0.166,387.0,32.0,54.0,62.0,8.0,8.0,4.0,4.0,8.0,42.28214674587273
57822.0,0.9159999999999999,500.0,39.0,62.0,50.0,5.0,6.0,4.0,2.0,13.0,145.70542416570717
57823.0,0.8420000000000001,557.0,32.0,67.0,50.0,1.0,24.0,9.0,3.0,8.0,145.70542416570717
57824.0,0.7490000000000001,391.0,34.0,56.0,64.0,5.0,4.0,2.0,2.0,14.0,145.70542416570717
57825.0,0.7490000000000001,513.0,39.0,85.0,50.0,5.0,5.0,4.0,2.0,8.0,145.70542416570717
57826.0,0.938,375.0,32.0,60.0,50.0,6.0,18.0,8.0,3.0,6.0,145.70542416570717
57827.0,0.29100000000000004,123.0,32.0,28.0,64.0,7.0,6.0,3.0,1.0,14.0,140.50445246814928
57828.0,0.307,72.0,10.0,24.0,72.0,5.0,6.0,3.0,2.0,14.0,140.50445246814928
57829.0,0.41600000000000004,286.0,32.0,60.0,68.0,5.0,3.0,2.0,2.0,13.0,145.70542416570717
57830.0,0.397,314.0,32.0,44.0,50.0,1.0,9.0,5.0,4.0,14.0,145.70542416570717
57831.0,0.253,212.0,32.0,39.0,100.0,7.0,10.0,5.0,4.0,18.0,52.00067153683303
57832.0,0.6659999999999999,199.0,32.0,35.0,76.0,5.0,10.0,7.0,4.0,18.0,145.70542416570717
57833.0,0.833,601.0,44.0,69.0,50.0,5.0,9.0,6.0,4.0,15.0,145.70542416570717
57834.0,0.428,360.0,0.0,60.0,50.0,7.0,8.0,4.0,4.0,8.0,145.70542416570717
57835.0,0.08,148.0,32.0,31.0,60.0,4.0,11.0,5.0,4.0,15.0,42.28214674587273
57836.0,0.11699999999999999,429.0,0.0,54.0,50.0,5.0,14.0,8.0,3.0,16.0,42.28214674587273
57837.0,0.083,137.0,32.0,29.0,85.0,5.0,4.0,3.0,2.0,20.0,42.28214674587273
57838.0,0.046,432.0,32.0,54.0,50.0,5.0,3.0,3.0,1.0,17.0,42.28214674587273
57839.0,0.8420000000000001,378.0,32.0,51.0,50.0,5.0,12.0,8.0,5.0,12.0,145.70542416570717
57840.0,0.113,108.0,32.0,30.0,64.0,5.0,9.0,4.0,2.0,15.0,42.28214674587273
57841.0,0.166,196.0,32.0,36.0,50.0,5.0,4.0,3.0,4.0,6.0,42.28214674587273
57842.0,0.25,283.0,34.0,41.0,50.0,5.0,6.0,3.0,4.0,13.0,47.11130499174733
57843.0,0.42700000000000005,365.0,39.0,67.0,50.0,5.0,10.0,7.0,5.0,14.0,145.70542416570717
57844.0,0.561,431.0,39.0,68.0,50.0,5.0,10.0,6.0,2.0,17.0,145.70542416570717
57845.0,0.247,138.0,32.0,31.0,80.0,5.0,5.0,4.0,2.0,15.0,47.11130499174733
57846.0,0.9159999999999999,390.0,0.0,51.0,73.0,4.0,8.0,5.0,4.0,16.0,145.70542416570717
57847.0,0.249,313.0,32.0,72.0,85.0,5.0,14.0,8.0,5.0,9.0,47.11130499174733
57848.0,0.071,122.0,34.0,30.0,72.0,5.0,10.0,7.0,4.0,18.0,42.28214674587273
57849.0,0.166,306.0,32.0,49.0,50.0,5.0,9.0,7.0,2.0,4.0,42.28214674587273
57850.0,0.33399999999999996,218.0,44.0,40.0,68.0,4.0,16.0,8.0,3.0,19.0,140.50445246814928
57851.0,0.882,243.0,0.0,50.0,80.0,5.0,6.0,4.0,4.0,13.0,145.70542416570717
57852.0,0.158,197.0,32.0,40.0,76.0,7.0,5.0,1.0,4.0,1.0,42.28214674587273
57853.0,0.166,308.0,32.0,46.0,80.0,5.0,19.0,9.0,3.0,3.0,42.28214674587273
57854.0,0.833,422.0,32.0,66.0,50.0,5.0,13.0,8.0,5.0,11.0,145.70542416570717
57855.0,0.013000000000000001,93.0,10.0,26.0,90.0,5.0,3.0,2.0,2.0,16.0,42.28214674587273
57856.0,0.083,279.0,0.0,42.0,72.0,3.0,11.0,7.0,5.0,19.0,42.28214674587273
57857.0,0.5920000000000001,263.0,0.0,40.0,50.0,5.0,9.0,7.0,4.0,20.0,145.70542416570717
57858.0,0.337,34.0,32.0,21.0,90.0,5.0,4.0,3.0,2.0,20.0,140.50445246814928
57859.0,0.027000000000000003,136.0,10.0,29.0,80.0,5.0,5.0,4.0,2.0,9.0,42.28214674587273
57860.0,0.583,111.0,32.0,29.0,80.0,5.0,10.0,6.0,4.0,18.0,145.70542416570717
57861.0,0.249,87.0,32.0,32.0,85.0,5.0,9.0,6.0,4.0,8.0,47.11130499174733
57862.0,0.5,202.0,29.0,35.0,73.0,2.0,22.0,9.0,3.0,14.0,145.70542416570717
57863.0,0.6659999999999999,96.0,32.0,26.0,64.0,5.0,3.0,3.0,1.0,14.0,145.70542416570717
57864.0,0.9109999999999999,281.0,32.0,43.0,50.0,8.0,9.0,1.0,0.0,12.0,145.70542416570717
57865.0,0.833,164.0,32.0,34.0,80.0,7.0,13.0,7.0,5.0,8.0,145.70542416570717
57866.0,0.631,384.0,32.0,56.0,50.0,7.0,9.0,6.0,5.0,19.0,145.70542416570717
57867.0,0.833,244.0,32.0,39.0,59.0,5.0,6.0,4.0,2.0,17.0,145.70542416570717
57868.0,0.583,158.0,32.0,31.0,51.0,4.0,11.0,5.0,4.0,12.0,145.70542416570717
57869.0,0.563,275.0,32.0,43.0,68.0,3.0,13.0,7.0,3.0,19.0,145.70542416570717
57870.0,0.508,450.0,27.0,56.0,50.0,6.0,12.0,4.0,3.0,19.0,145.70542416570717
57871.0,0.706,456.0,32.0,63.0,50.0,6.0,11.0,4.0,5.0,6.0,145.70542416570717
57872.0,0.6659999999999999,121.0,32.0,42.0,90.0,7.0,12.0,8.0,4.0,10.0,145.70542416570717
57873.0,0.946,145.0,32.0,30.0,67.0,5.0,7.0,5.0,2.0,14.0,145.70542416570717
57874.0,0.166,143.0,32.0,32.0,83.0,5.0,8.0,3.0,4.0,19.0,42.28214674587273
57875.0,0.583,411.0,44.0,57.0,50.0,3.0,16.0,8.0,3.0,9.0,145.70542416570717
57876.0,0.669,561.0,34.0,66.0,58.0,5.0,6.0,6.0,2.0,12.0,145.70542416570717
57877.0,0.708,396.0,0.0,51.0,50.0,5.0,10.0,7.0,4.0,8.0,145.70542416570717
57878.0,0.249,668.0,39.0,82.0,50.0,5.0,13.0,6.0,5.0,16.0,47.11130499174733
57879.0,0.583,131.0,32.0,43.0,100.0,5.0,6.0,3.0,2.0,14.0,145.70542416570717
57880.0,0.22899999999999998,262.0,32.0,46.0,50.0,5.0,12.0,7.0,5.0,9.0,42.28214674587273
57881.0,0.9159999999999999,292.0,30.0,42.0,50.0,6.0,18.0,9.0,3.0,17.0,145.70542416570717
57882.0,0.166,290.0,39.0,61.0,54.0,5.0,1.0,2.0,2.0,15.0,42.28214674587273
57883.0,0.583,236.0,32.0,46.0,80.0,8.0,7.0,2.0,4.0,14.0,145.70542416570717
57884.0,0.043,591.0,32.0,67.0,50.0,5.0,10.0,7.0,5.0,17.0,42.28214674587273
57885.0,0.381,395.0,0.0,51.0,50.0,5.0,11.0,7.0,5.0,15.0,145.70542416570717
57886.0,0.833,438.0,32.0,55.0,50.0,3.0,13.0,4.0,3.0,15.0,145.70542416570717
57887.0,0.091,258.0,32.0,40.0,85.0,5.0,2.0,2.0,2.0,18.0,42.28214674587273
57888.0,0.166,330.0,32.0,47.0,50.0,3.0,13.0,5.0,3.0,13.0,42.28214674587273
57889.0,0.20600000000000002,408.0,39.0,54.0,50.0,5.0,13.0,7.0,3.0,14.0,42.28214674587273
57890.0,0.166,62.0,10.0,23.0,90.0,5.0,8.0,7.0,4.0,16.0,42.28214674587273
57891.0,0.816,74.0,32.0,24.0,85.0,5.0,11.0,7.0,4.0,11.0,145.70542416570717
57892.0,0.583,260.0,29.0,40.0,64.0,7.0,9.0,6.0,5.0,13.0,145.70542416570717
57893.0,0.75,196.0,30.0,56.0,55.0,8.0,5.0,1.0,4.0,12.0,145.70542416570717
57894.0,0.833,212.0,32.0,36.0,90.0,6.0,5.0,1.0,1.0,12.0,145.70542416570717
57895.0,0.737,362.0,32.0,50.0,50.0,5.0,8.0,7.0,2.0,16.0,145.70542416570717
57896.0,0.691,147.0,32.0,34.0,95.0,5.0,10.0,7.0,5.0,15.0,145.70542416570717
57897.0,1.0,652.0,39.0,78.0,50.0,5.0,5.0,4.0,1.0,5.0,145.70542416570717
57898.0,0.652,223.0,32.0,40.0,50.0,1.0,9.0,7.0,4.0,1.0,145.70542416570717
57899.0,0.7490000000000001,276.0,29.0,43.0,50.0,8.0,11.0,3.0,0.0,16.0,145.70542416570717
57900.0,0.7490000000000001,112.0,0.0,29.0,68.0,5.0,6.0,4.0,2.0,7.0,145.70542416570717
57901.0,0.8420000000000001,57.0,32.0,24.0,100.0,5.0,7.0,4.0,2.0,15.0,145.70542416570717
57902.0,0.25,589.0,39.0,72.0,50.0,5.0,9.0,5.0,4.0,14.0,47.11130499174733
57903.0,0.499,364.0,32.0,49.0,50.0,6.0,17.0,5.0,3.0,10.0,145.70542416570717
57904.0,0.561,327.0,29.0,56.0,95.0,8.0,10.0,0.0,0.0,20.0,145.70542416570717
57905.0,0.195,107.0,32.0,27.0,80.0,5.0,7.0,7.0,2.0,19.0,42.28214674587273
57906.0,0.833,324.0,32.0,54.0,76.0,5.0,5.0,3.0,2.0,13.0,145.70542416570717
